,Year,Team,effective-field-goal-pct,ftm-per-100-possessions,offensive-rebounding-pct,defensive-rebounding-pct,assists-per-fgm,effective-possession-ratio,RPI,win-pct-all-games,win-pct-close-games,SOS,Last 10,average-scoring-margin,offensive-efficiency,AdjO,defensive-efficiency,AdjD,EffM,AdjEM,points-per-game,opponent-points-per-game,PFAM,true-shooting-percentage,opponent-true-shooting-percentage,TS%M,shooting-pct,opponent-shooting-pct,FG%M,three-point-pct,free-throw-pct,total-rebounding-percentage,steals-perpossession,turnovers-per-possession,opponent-turnovers-per-possession,TOM,block-pct,personal-fouls-per-possession
33,2012,Michigan St,52.7%,21.555,35.5%,75.4%,0.591,0.962,,0.784,0.500,,,+12.3,1.076,,0.891,,,,71.6,59.3,,111.8%,95.3%,,47.7%,37.9%,,36.2%,69.9%,56.0%,10.8%,19.2%,18.6%,,7.9%,26.3%
34,2012,Miss Val St,46.3%,18.653,32.5%,69.5%,0.555,0.964,,0.618,0.667,,,-0.4,0.954,,0.959,,,,68.6,69.0,,98.8%,105.5%,,40.1%,43.3%,,32.4%,64.4%,49.5%,12.3%,19.7%,22.7%,,4.7%,28.5%
35,2012,Missouri,58.0%,23.584,29.2%,69.2%,0.576,0.968,,0.857,0.714,,,+14.1,1.187,,0.979,,,,80.4,66.3,,122.8%,105.2%,,50.4%,44.5%,,39.8%,76.6%,50.3%,12.1%,14.9%,21.1%,,5.0%,21.1%
36,2012,Montana,52.5%,22.193,25.2%,69.0%,0.554,0.928,,0.767,0.750,,,+7.9,1.043,,0.926,,,,70.5,62.6,,112.3%,99.4%,,46.5%,40.4%,,38.2%,71.8%,48.9%,10.6%,18.1%,21.4%,,7.0%,27.3%
37,2012,Murray St,53.5%,25.017,33.2%,68.3%,0.503,0.936,,0.933,0.800,,,+11.3,1.070,,0.903,,,,73.0,61.6,,115.0%,98.3%,,46.6%,41.7%,,39.5%,72.2%,50.8%,11.7%,20.1%,23.5%,,8.0%,26.3%
38,2012,NC State,50.4%,21.260,34.8%,71.4%,0.591,0.975,,0.649,0.625,,,+5.3,1.052,,0.976,,,,72.9,67.6,,107.8%,101.4%,,45.8%,41.5%,,35.5%,70.4%,53.0%,9.7%,18.3%,17.4%,,7.0%,24.2%
39,2012,New Mexico,52.8%,22.060,32.5%,74.7%,0.649,0.948,,0.794,0.571,,,+12.3,1.063,,0.882,,,,72.1,59.9,,112.5%,95.8%,,45.8%,38.8%,,37.8%,71.3%,54.3%,10.0%,19.5%,20.5%,,6.2%,25.7%
40,2012,New Mexico St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2012,Norfolk St,49.4%,21.744,32.3%,69.6%,0.492,0.937,,0.735,0.800,,,+1.7,0.986,,0.962,,,,69.5,67.8,,105.5%,100.2%,,44.4%,41.2%,,31.5%,65.9%,51.0%,8.9%,20.2%,18.6%,,7.9%,27.2%
42,2012,N Carolina,49.8%,22.217,38.5%,74.8%,0.581,1.025,,0.842,0.500,,,+14.3,1.092,,0.900,,,,81.3,67.1,,106.2%,95.0%,,45.9%,39.4%,,33.4%,68.2%,56.6%,9.1%,16.0%,17.8%,,9.0%,19.4%
43,2012,Notre Dame,49.5%,21.869,29.1%,70.1%,0.636,0.984,,0.647,0.625,,,+4.7,1.041,,0.967,,,,66.4,61.7,,106.5%,97.8%,,43.4%,41.4%,,33.2%,70.4%,49.6%,8.2%,15.5%,16.5%,,6.0%,21.6%
44,2012,Ohio,48.9%,20.771,33.2%,66.5%,0.539,0.965,,0.778,0.667,,,+7.0,1.020,,0.917,,,,69.7,62.7,,104.9%,103.6%,,42.4%,41.8%,,34.0%,69.1%,49.0%,13.8%,18.9%,25.3%,,5.2%,28.7%
45,2012,Ohio State,52.1%,22.653,35.0%,77.2%,0.537,0.987,,0.795,0.333,,,+14.9,1.100,,0.881,,,,74.7,59.8,,111.1%,99.5%,,47.6%,40.8%,,33.3%,70.9%,55.4%,10.6%,17.2%,21.5%,,6.1%,23.8%
46,2012,Purdue,51.1%,19.514,29.1%,70.5%,0.529,1.007,,0.629,0.538,,,+5.8,1.085,,0.997,,,,71.8,66.0,,107.1%,106.4%,,44.0%,44.2%,,37.7%,65.6%,49.3%,9.8%,13.0%,18.7%,,5.9%,26.7%
47,2012,Saint Louis,51.8%,20.879,28.6%,74.0%,0.569,0.955,,0.758,0.333,,,+11.1,1.055,,0.885,,,,68.6,57.5,,110.4%,99.5%,,45.1%,41.1%,,36.6%,71.9%,51.2%,10.6%,17.2%,22.4%,,5.9%,25.8%
48,2012,San Diego St,50.1%,20.501,28.9%,74.6%,0.486,0.948,,0.750,0.750,,,+5.2,1.020,,0.944,,,,70.0,64.7,,107.2%,100.5%,,45.0%,41.0%,,33.9%,70.4%,52.4%,7.8%,18.2%,17.9%,,4.1%,23.6%
49,2012,S Dakota St,53.7%,23.652,28.7%,72.8%,0.541,0.973,,0.758,0.667,,,+9.2,1.120,,0.984,,,,75.9,66.7,,114.7%,105.5%,,46.4%,44.8%,,39.0%,72.7%,50.8%,9.6%,15.2%,18.6%,,3.3%,24.0%
50,2012,S Florida,48.3%,19.365,31.7%,70.7%,0.544,0.930,,0.600,0.500,,,+1.9,0.966,,0.935,,,,58.9,57.0,,104.0%,96.2%,,43.6%,39.1%,,31.2%,71.0%,52.7%,9.2%,21.1%,17.8%,,7.0%,25.2%
51,2012,S Mississippi,46.2%,25.294,34.8%,73.7%,0.452,1.020,,0.719,0.786,,,+4.2,1.049,,0.987,,,,70.5,66.3,,102.5%,109.2%,,40.9%,45.1%,,35.5%,73.6%,52.4%,8.8%,15.6%,20.4%,,5.6%,28.7%
52,2012,St Bonavent,50.8%,25.203,35.8%,71.4%,0.577,0.944,,0.625,0.500,,,+5.4,1.052,,0.971,,,,70.4,65.0,,111.3%,102.6%,,45.6%,41.7%,,34.5%,76.1%,54.1%,8.7%,20.9%,18.5%,,7.7%,27.6%
53,2012,St Marys,53.3%,23.556,35.8%,76.2%,0.598,0.985,,0.806,0.750,,,+10.5,1.118,,0.959,,,,73.6,63.2,,113.9%,102.4%,,46.7%,43.5%,,33.7%,73.1%,55.4%,10.1%,17.7%,18.0%,,5.4%,24.3%
54,2012,Syracuse,52.1%,19.962,35.3%,63.1%,0.561,1.009,,0.919,0.875,,,+13.1,1.106,,0.910,,,,74.1,61.0,,110.0%,95.3%,,46.7%,38.5%,,34.9%,69.8%,48.8%,13.6%,15.4%,23.1%,,12.4%,23.1%
55,2012,Temple,53.1%,20.098,30.3%,69.6%,0.573,0.956,,0.750,0.875,,,+5.5,1.070,,0.992,,,,75.0,69.5,,112.5%,103.6%,,46.9%,43.5%,,39.7%,71.9%,50.6%,10.2%,17.6%,18.9%,,7.2%,25.3%
56,2012,Texas,48.5%,25.710,36.5%,67.4%,0.501,0.989,,0.588,0.222,,,+5.9,1.057,,0.971,,,,72.6,66.8,,106.6%,101.9%,,43.4%,41.6%,,32.8%,73.3%,52.0%,9.9%,17.9%,19.5%,,6.7%,28.2%
57,2012,NC-Asheville,52.6%,28.669,31.9%,65.9%,0.599,0.948,,0.677,0.333,,,+5.8,1.098,,1.017,,,,78.1,72.3,,116.0%,108.2%,,46.7%,45.2%,,35.0%,77.4%,49.6%,11.1%,18.6%,21.5%,,3.8%,25.4%
58,2012,UNLV,52.7%,19.563,31.2%,72.1%,0.650,0.954,,0.727,0.500,,,+9.2,1.054,,0.926,,,,75.6,66.4,,110.8%,99.6%,,45.6%,40.8%,,36.7%,68.0%,51.6%,11.6%,18.8%,20.6%,,8.7%,24.4%
59,2012,Vanderbilt,54.1%,22.169,31.3%,69.9%,0.518,0.943,,0.694,0.400,,,+7.7,1.078,,0.964,,,,72.6,65.0,,114.4%,100.2%,,46.1%,41.9%,,38.8%,69.9%,51.1%,8.8%,19.2%,18.0%,,7.0%,23.9%
60,2012,VCU,47.6%,21.090,32.0%,68.2%,0.515,0.994,,0.806,0.750,,,+8.2,1.018,,0.896,,,,68.0,59.8,,102.3%,102.1%,,41.0%,42.4%,,33.4%,68.5%,48.7%,15.8%,16.7%,26.2%,,7.3%,26.9%
61,2012,Vermont,49.3%,22.561,32.9%,70.8%,0.560,0.965,,0.667,0.500,,,+6.2,1.032,,0.937,,,,67.1,60.9,,107.2%,98.1%,,44.3%,40.5%,,34.0%,73.9%,52.5%,9.4%,18.4%,19.1%,,4.5%,26.7%
62,2012,Virginia,50.7%,20.159,25.0%,76.5%,0.546,0.924,,0.688,0.462,,,+8.3,1.000,,0.868,,,,62.5,54.2,,108.6%,95.1%,,45.7%,40.0%,,33.0%,72.2%,52.2%,10.4%,18.3%,20.3%,,5.5%,25.3%
63,2012,W Virginia,48.3%,22.038,38.5%,71.6%,0.569,1.003,,0.576,0.400,,,+4.6,1.042,,0.975,,,,71.1,66.5,,103.6%,105.2%,,43.8%,44.9%,,29.8%,67.1%,54.7%,9.3%,18.4%,19.6%,,4.7%,24.5%
64,2012,W Kentucky,44.3%,21.897,32.1%,69.4%,0.501,0.941,,0.457,0.643,,,-3.2,0.923,,0.968,,,,64.9,68.1,,97.7%,103.7%,,39.4%,43.2%,,30.5%,68.8%,50.2%,7.9%,21.4%,20.4%,,7.5%,28.1%
65,2012,Wichita St,53.8%,21.476,32.4%,76.6%,0.532,0.967,,0.812,0.571,,,+13.6,1.105,,0.907,,,,76.3,62.7,,114.7%,96.9%,,47.7%,39.7%,,36.9%,75.0%,54.6%,8.8%,17.1%,18.0%,,6.9%,24.4%
66,2012,Wisconsin,50.1%,19.619,29.3%,74.3%,0.537,0.999,,0.722,0.556,,,+10.8,1.064,,0.884,,,,64.0,53.2,,107.3%,92.2%,,42.5%,38.9%,,36.8%,73.9%,51.9%,8.4%,14.4%,17.7%,,6.9%,23.5%
67,2012,Xavier,49.7%,22.634,30.2%,72.3%,0.524,0.952,,0.639,0.600,,,+3.4,1.012,,0.963,,,,70.6,67.3,,107.1%,100.5%,,45.3%,40.2%,,35.1%,69.5%,51.5%,8.6%,18.0%,17.9%,,6.5%,26.3%
0,2013,Akron,51.1%,19.376,36.5%,72.1%,0.577,0.961,,0.781,0.667,,,+7.9,1.029,,0.914,,,,71.0,63.1,,107.0%,97.9%,,45.1%,39.8%,,32.8%,64.1%,53.8%,10.1%,20.3%,19.7%,,10.1%,25.8%
1,2013,Albany,49.6%,22.839,29.1%,72.8%,0.518,0.917,,0.686,0.667,,,+3.7,0.996,,0.940,,,,64.3,60.7,,108.2%,101.5%,,43.5%,42.6%,,37.0%,73.7%,52.2%,8.5%,20.7%,19.4%,,3.8%,25.0%
2,2013,Arizona,52.5%,22.538,33.9%,75.8%,0.541,0.951,,0.771,0.556,,,+9.8,1.071,,0.927,,,,73.4,63.6,,112.9%,100.8%,,45.5%,41.1%,,37.1%,74.9%,54.7%,9.7%,19.1%,19.4%,,7.0%,24.3%
3,2013,Belmont,56.5%,19.259,27.5%,67.1%,0.567,0.920,,0.774,0.500,,,+11.3,1.098,,0.935,,,,76.5,65.2,,118.6%,103.8%,,49.1%,41.8%,,37.2%,73.4%,48.6%,13.6%,19.2%,24.5%,,5.0%,26.2%
4,2013,Boise State,51.8%,20.554,29.0%,77.6%,0.501,0.945,,0.633,0.429,,,+4.2,1.051,,0.989,,,,71.1,66.9,,110.9%,110.6%,,45.0%,44.9%,,38.7%,74.6%,52.2%,9.6%,18.0%,19.6%,,3.2%,28.2%
5,2013,Bucknell,49.6%,22.135,28.8%,78.8%,0.558,0.979,,0.818,0.500,,,+8.9,1.047,,0.907,,,,66.9,58.0,,107.6%,92.9%,,45.2%,37.8%,,35.8%,74.6%,54.2%,5.3%,14.8%,13.8%,,7.4%,23.2%
6,2013,Butler,50.7%,21.540,34.0%,75.7%,0.535,0.953,,0.743,0.600,,,+4.9,1.033,,0.959,,,,68.5,63.6,,108.4%,101.4%,,44.6%,41.6%,,34.3%,69.6%,55.3%,8.6%,19.8%,17.0%,,4.6%,27.0%
7,2013,California,48.0%,18.622,30.9%,70.6%,0.562,0.956,,0.636,0.700,,,+2.9,0.988,,0.946,,,,67.2,64.3,,103.0%,96.0%,,44.4%,39.3%,,30.2%,71.5%,52.0%,8.6%,18.6%,16.5%,,8.0%,24.3%
8,2013,Cincinnati,46.2%,19.666,37.8%,72.0%,0.525,0.997,,0.647,0.444,,,+7.5,0.989,,0.877,,,,66.5,59.0,,98.6%,93.8%,,40.3%,38.7%,,31.6%,64.7%,54.3%,10.5%,18.9%,19.8%,,11.2%,26.4%
9,2013,Colorado,48.3%,22.346,31.9%,71.2%,0.423,0.952,,0.636,0.625,,,+4.0,0.993,,0.934,,,,67.6,63.6,,104.4%,97.7%,,43.3%,40.1%,,34.4%,68.6%,52.2%,10.2%,19.5%,19.0%,,5.5%,23.4%
10,2013,Colorado St,49.2%,26.577,41.0%,78.4%,0.504,1.026,,0.727,0.667,,,+7.8,1.100,,0.982,,,,72.1,64.4,,107.2%,104.5%,,44.5%,42.3%,,34.1%,71.1%,58.6%,6.7%,16.9%,16.2%,,3.6%,26.0%
11,2013,Creighton,58.2%,20.527,27.9%,75.1%,0.646,0.928,,0.778,0.500,,,+11.3,1.125,,0.955,,,,74.4,63.2,,122.5%,97.5%,,50.1%,40.7%,,41.4%,75.9%,53.6%,7.3%,18.6%,15.8%,,4.4%,24.6%
12,2013,Davidson,53.1%,24.822,27.4%,73.8%,0.561,0.951,,0.758,0.429,,,+10.7,1.100,,0.937,,,,72.6,61.9,,115.8%,99.7%,,46.1%,41.1%,,36.6%,79.6%,51.3%,8.4%,16.7%,18.4%,,5.3%,26.7%
13,2013,Duke,53.9%,23.540,27.2%,69.1%,0.535,0.966,,0.833,0.750,,,+11.9,1.112,,0.941,,,,77.2,65.3,,115.2%,99.3%,,47.2%,41.6%,,39.9%,73.9%,49.1%,9.3%,15.3%,20.1%,,6.6%,25.8%
14,2013,Fla Gulf Cst,51.6%,18.805,32.2%,68.5%,0.532,0.937,,0.686,1.000,,,+4.8,1.012,,0.944,,,,72.1,67.3,,108.6%,100.9%,,45.8%,41.0%,,33.4%,66.9%,50.3%,12.3%,20.6%,21.7%,,6.5%,24.6%
15,2013,Florida,55.3%,17.732,33.5%,73.9%,0.562,0.974,,0.784,0.000,,,+17.0,1.110,,0.845,,,,71.4,54.4,,114.6%,92.9%,,47.8%,38.2%,,37.8%,67.6%,53.8%,11.1%,17.4%,21.9%,,6.3%,21.8%
16,2013,Georgetown,51.1%,19.600,29.2%,71.5%,0.635,0.929,,0.781,0.500,,,+8.2,0.997,,0.870,,,,64.7,56.4,,108.3%,93.8%,,45.3%,37.8%,,35.3%,67.9%,51.0%,11.5%,19.6%,21.9%,,7.3%,26.7%
17,2013,Gonzaga,54.9%,23.879,37.5%,73.1%,0.547,0.989,,0.912,0.833,,,+16.3,1.144,,0.900,,,,76.2,59.9,,116.3%,96.4%,,49.2%,38.5%,,36.5%,71.0%,55.3%,11.7%,16.8%,20.3%,,4.9%,23.9%
18,2013,Harvard,54.3%,25.805,23.6%,70.3%,0.575,0.887,,0.655,0.600,,,+3.8,1.036,,0.979,,,,68.3,64.5,,117.1%,105.3%,,47.6%,44.4%,,39.8%,72.6%,48.6%,10.9%,20.4%,20.5%,,7.5%,23.1%
19,2013,Illinois,47.6%,19.362,32.2%,68.1%,0.425,0.987,,0.629,0.778,,,+3.1,1.015,,0.969,,,,68.0,64.9,,102.5%,104.7%,,40.9%,42.6%,,31.8%,72.3%,49.1%,10.1%,17.0%,21.2%,,7.4%,26.9%
20,2013,Indiana,54.8%,26.897,38.0%,72.0%,0.540,0.969,,0.806,0.500,,,+16.5,1.133,,0.895,,,,78.6,62.1,,117.9%,94.9%,,48.2%,39.0%,,40.3%,74.3%,55.0%,10.2%,18.7%,20.4%,,6.2%,23.9%
21,2013,Iona,52.1%,21.374,31.2%,67.8%,0.547,0.966,,0.588,0.375,,,+4.1,1.086,,1.031,,,,80.4,76.3,,112.3%,108.1%,,45.4%,45.0%,,36.7%,78.1%,50.0%,8.8%,16.7%,18.9%,,4.8%,23.1%
22,2013,Iowa State,53.8%,20.090,32.6%,73.2%,0.582,0.966,,0.657,0.333,,,+8.4,1.097,,0.981,,,,79.4,71.0,,113.8%,103.6%,,45.6%,42.9%,,37.4%,73.1%,53.1%,8.8%,18.2%,18.2%,,4.7%,23.4%
23,2013,James Mad,47.6%,20.967,27.3%,70.8%,0.517,0.962,,0.583,0.571,,,+0.6,0.986,,0.977,,,,65.2,64.6,,102.9%,105.1%,,42.1%,42.8%,,33.6%,69.9%,48.7%,11.4%,16.8%,20.6%,,8.9%,26.0%
24,2013,Kansas,53.3%,22.924,32.8%,72.8%,0.584,0.940,,0.838,0.571,,,+13.2,1.070,,0.882,,,,75.2,61.9,,114.4%,91.1%,,48.1%,36.1%,,36.4%,73.8%,54.2%,10.0%,19.9%,18.0%,,11.3%,23.8%
25,2013,Kansas St,49.1%,19.160,37.7%,67.7%,0.644,1.010,,0.765,0.714,,,+7.0,1.056,,0.948,,,,68.4,61.4,,104.2%,102.4%,,43.2%,42.7%,,35.8%,68.5%,51.7%,10.8%,17.8%,21.7%,,7.3%,28.0%
26,2013,La Salle,51.9%,19.180,27.3%,67.4%,0.552,0.956,,0.706,0.875,,,+5.7,1.054,,0.971,,,,72.1,66.4,,110.4%,104.0%,,45.1%,45.6%,,37.7%,73.7%,47.1%,11.3%,16.8%,20.9%,,6.2%,22.4%
27,2013,Liberty,48.6%,22.308,27.1%,69.6%,0.517,0.930,,0.364,0.385,,,-3.3,0.988,,1.037,,,,67.5,70.8,,106.1%,103.6%,,42.2%,42.7%,,37.0%,73.8%,49.0%,7.5%,19.4%,14.7%,,5.0%,27.5%
28,2013,LIU-Brooklyn,54.4%,24.433,34.1%,68.8%,0.563,0.943,,0.588,0.400,,,+2.6,1.088,,1.053,,,,78.7,76.1,,115.3%,110.0%,,47.9%,46.8%,,38.0%,69.1%,51.1%,9.4%,19.8%,17.9%,,5.7%,24.3%
29,2013,Louisville,50.5%,23.604,37.6%,69.5%,0.555,0.998,,0.872,0.600,,,+15.9,1.078,,0.847,,,,74.3,58.3,,108.7%,95.8%,,45.6%,39.2%,,32.9%,70.7%,52.7%,15.7%,18.1%,26.7%,,8.1%,26.2%
30,2013,Marquette,49.6%,23.872,36.4%,68.7%,0.574,0.952,,0.743,0.600,,,+5.5,1.032,,0.949,,,,68.1,62.6,,108.1%,99.1%,,45.7%,40.4%,,29.6%,73.0%,53.5%,9.9%,20.4%,19.0%,,6.4%,25.5%
31,2013,Memphis,52.4%,19.717,34.5%,71.5%,0.620,0.947,,0.861,0.833,,,+9.6,1.039,,0.905,,,,74.5,64.9,,110.0%,98.4%,,47.1%,40.5%,,37.2%,66.0%,52.9%,12.4%,20.3%,21.5%,,11.3%,25.2%
32,2013,Miami (FL),51.9%,19.745,30.3%,72.8%,0.456,0.974,,0.806,0.625,,,+9.1,1.065,,0.926,,,,69.7,60.6,,109.5%,96.8%,,45.5%,40.0%,,36.2%,68.4%,52.2%,9.5%,16.3%,18.0%,,8.0%,22.3%
33,2013,Michigan,54.4%,17.226,30.2%,72.2%,0.518,0.996,,0.811,0.667,,,+11.7,1.130,,0.953,,,,74.5,62.8,,113.4%,100.3%,,48.0%,42.4%,,37.7%,70.2%,52.2%,9.5%,14.2%,18.4%,,4.9%,19.2%
34,2013,Michigan St,50.6%,20.929,34.3%,74.2%,0.534,0.951,,0.743,0.615,,,+8.1,1.027,,0.904,,,,67.3,59.2,,108.3%,96.0%,,46.0%,39.4%,,34.1%,70.8%,55.1%,12.2%,20.4%,18.8%,,7.3%,24.7%
35,2013,Middle Tenn,51.2%,23.068,36.1%,73.0%,0.567,0.958,,0.824,0.750,,,+12.7,1.051,,0.862,,,,70.7,58.1,,109.6%,96.2%,,46.2%,39.5%,,37.8%,69.6%,53.9%,10.4%,20.2%,23.2%,,7.5%,30.5%
36,2013,Minnesota,49.3%,23.368,42.9%,70.3%,0.617,0.986,,0.618,0.500,,,+6.5,1.044,,0.945,,,,68.7,62.2,,106.2%,99.3%,,44.3%,39.7%,,33.7%,68.5%,55.3%,11.3%,20.9%,19.6%,,10.3%,27.0%
37,2013,Mississippi,49.2%,22.235,31.8%,70.7%,0.459,0.997,,0.750,0.500,,,+10.3,1.053,,0.913,,,,77.2,66.9,,105.3%,98.9%,,43.8%,40.7%,,32.4%,67.8%,50.8%,11.3%,15.5%,20.9%,,8.7%,23.0%
38,2013,Missouri,51.2%,21.946,38.5%,73.7%,0.511,0.986,,0.676,0.333,,,+9.4,1.082,,0.948,,,,76.1,66.7,,110.1%,98.6%,,45.9%,40.3%,,33.9%,74.4%,55.7%,9.6%,18.5%,17.2%,,5.9%,23.7%
39,2013,Montana,52.9%,23.721,22.9%,71.0%,0.525,0.908,,0.767,0.875,,,+3.1,1.044,,0.998,,,,69.3,66.2,,114.7%,104.6%,,46.3%,43.6%,,36.4%,76.5%,48.9%,8.6%,18.8%,18.0%,,5.7%,26.0%
40,2013,NC A&T,45.7%,21.048,28.4%,68.6%,0.522,0.910,,0.528,0.583,,,-0.6,0.899,,0.908,,,,61.6,62.2,,99.2%,98.2%,,40.0%,39.1%,,30.7%,65.6%,48.8%,9.9%,22.2%,22.9%,,8.2%,28.3%
41,2013,NC State,54.2%,22.492,33.2%,69.3%,0.519,0.965,,0.686,0.500,,,+7.1,1.099,,0.998,,,,77.4,70.2,,114.1%,100.7%,,49.6%,41.9%,,39.1%,68.1%,52.2%,9.2%,17.6%,16.2%,,6.9%,22.1%
42,2013,New Mexico,48.4%,25.758,27.7%,73.5%,0.658,0.952,,0.829,0.800,,,+6.7,1.014,,0.914,,,,67.3,60.6,,106.6%,97.2%,,42.3%,39.1%,,35.1%,72.1%,51.6%,9.5%,17.4%,19.2%,,6.9%,23.2%
43,2013,N Mex State,49.3%,23.978,36.3%,72.3%,0.483,0.949,,0.676,0.600,,,+4.4,1.005,,0.939,,,,67.3,62.9,,105.8%,98.4%,,45.5%,40.4%,,31.8%,65.7%,54.1%,8.4%,21.5%,18.2%,,10.0%,22.5%
44,2013,N Carolina,49.3%,16.737,32.7%,69.3%,0.602,0.993,,0.686,0.667,,,+6.5,1.034,,0.945,,,,75.7,69.2,,103.8%,101.9%,,43.5%,42.4%,,37.2%,67.7%,50.9%,11.2%,16.9%,21.0%,,5.3%,20.5%
45,2013,NW State,49.0%,22.763,33.5%,63.3%,0.532,0.971,,0.679,0.750,,,+4.2,1.029,,0.973,,,,76.9,72.7,,105.6%,101.6%,,44.4%,43.5%,,31.0%,69.1%,48.8%,12.1%,18.8%,21.3%,,7.4%,26.5%
46,2013,Notre Dame,52.2%,19.117,31.5%,72.8%,0.658,0.971,,0.714,0.800,,,+6.5,1.069,,0.970,,,,70.0,63.5,,110.3%,98.9%,,46.3%,42.0%,,37.0%,70.9%,53.0%,7.6%,17.2%,15.6%,,6.6%,21.6%
47,2013,Ohio State,50.6%,21.166,30.6%,74.5%,0.531,0.982,,0.784,0.500,,,+10.9,1.066,,0.901,,,,70.2,59.4,,108.1%,98.1%,,45.1%,39.5%,,35.6%,70.8%,52.1%,10.2%,15.8%,20.2%,,8.3%,24.2%
48,2013,Oklahoma,47.8%,22.478,31.9%,70.5%,0.491,0.978,,0.625,0.444,,,+4.3,1.026,,0.964,,,,70.6,66.3,,104.7%,101.7%,,43.5%,41.9%,,32.3%,75.7%,50.9%,9.4%,17.1%,19.2%,,4.9%,25.3%
49,2013,Oklahoma St,48.8%,24.258,29.8%,71.1%,0.489,0.958,,0.727,0.750,,,+8.8,1.027,,0.901,,,,71.8,63.0,,107.2%,97.0%,,43.9%,39.0%,,31.6%,74.6%,50.9%,10.7%,17.8%,21.2%,,8.4%,25.9%
50,2013,Oregon,49.3%,21.588,34.8%,75.4%,0.513,0.944,,0.757,0.700,,,+8.1,1.004,,0.891,,,,71.6,63.6,,106.2%,99.6%,,44.7%,41.5%,,33.3%,70.5%,54.5%,11.9%,21.1%,21.5%,,7.2%,24.6%
51,2013,Pacific,50.5%,21.190,28.2%,69.9%,0.615,0.956,,0.606,0.500,,,+0.9,1.030,,1.016,,,,66.3,65.4,,107.9%,107.9%,,44.2%,43.2%,,38.9%,69.4%,49.2%,8.4%,17.6%,19.7%,,2.4%,28.3%
52,2013,Pittsburgh,51.7%,21.540,39.8%,72.6%,0.642,1.009,,0.727,0.200,,,+13.2,1.105,,0.894,,,,69.2,56.0,,109.1%,98.5%,,47.2%,39.2%,,34.9%,66.8%,55.2%,10.6%,17.7%,21.6%,,8.2%,27.7%
53,2013,Saint Louis,50.4%,24.152,25.6%,72.5%,0.561,0.941,,0.800,0.500,,,+10.1,1.026,,0.875,,,,68.2,58.2,,108.9%,97.7%,,44.6%,41.2%,,34.0%,70.4%,49.8%,11.5%,17.2%,23.1%,,6.1%,25.9%
54,2013,San Diego St,48.5%,20.269,30.9%,73.3%,0.503,0.967,,0.656,0.333,,,+6.8,1.008,,0.908,,,,68.4,61.6,,104.0%,95.9%,,43.2%,39.6%,,32.7%,69.1%,52.5%,9.8%,17.8%,18.0%,,7.7%,22.0%
55,2013,S Dakota St,53.4%,21.182,27.5%,75.5%,0.550,0.962,,0.688,0.400,,,+5.6,1.099,,1.013,,,,72.1,66.5,,114.3%,106.7%,,46.3%,44.9%,,38.9%,77.3%,52.1%,7.7%,16.1%,16.8%,,3.8%,21.6%
56,2013,Southern,49.1%,21.745,23.5%,71.4%,0.477,0.941,,0.667,0.556,,,+7.7,0.990,,0.875,,,,66.3,58.6,,105.7%,91.9%,,42.7%,37.3%,,36.7%,68.7%,48.8%,10.4%,16.4%,19.7%,,7.6%,25.8%
57,2013,St Marys,53.7%,22.646,35.7%,76.0%,0.551,0.980,,0.794,0.667,,,+11.2,1.128,,0.957,,,,74.0,62.8,,114.3%,102.9%,,46.7%,41.9%,,37.3%,73.0%,56.1%,9.0%,18.0%,17.6%,,5.4%,26.7%
58,2013,Syracuse,49.0%,21.038,37.4%,67.8%,0.555,0.995,,0.750,0.500,,,+11.7,1.041,,0.868,,,,70.4,58.7,,104.6%,93.4%,,43.9%,36.9%,,33.4%,67.5%,52.3%,13.4%,18.3%,22.8%,,11.5%,23.6%
59,2013,Temple,49.0%,21.778,29.1%,69.9%,0.584,0.984,,0.706,0.615,,,+4.3,1.047,,0.984,,,,72.2,67.9,,105.8%,105.6%,,42.8%,43.8%,,32.8%,72.3%,49.0%,11.4%,15.6%,19.7%,,6.7%,23.8%
60,2013,UCLA,49.1%,20.240,28.3%,67.6%,0.582,0.975,,0.714,0.846,,,+5.1,1.031,,0.961,,,,74.4,69.3,,105.6%,99.6%,,45.1%,42.5%,,33.3%,72.4%,49.0%,11.2%,15.5%,19.4%,,5.8%,20.8%
61,2013,UNLV,49.0%,20.933,32.2%,74.8%,0.640,0.950,,0.706,0.545,,,+7.2,1.002,,0.900,,,,70.8,63.6,,105.4%,95.3%,,43.3%,39.1%,,32.6%,70.4%,53.7%,10.0%,19.8%,18.1%,,10.0%,24.1%
62,2013,Valparaiso,55.7%,22.897,29.2%,73.5%,0.571,0.894,,0.758,0.714,,,+8.3,1.059,,0.936,,,,70.9,62.7,,118.5%,101.3%,,48.2%,41.7%,,37.1%,73.5%,53.0%,9.8%,22.0%,19.5%,,6.3%,25.9%
63,2013,VCU,51.3%,18.474,36.5%,67.7%,0.516,1.011,,0.750,0.600,,,+12.4,1.091,,0.915,,,,76.9,64.5,,108.2%,106.8%,,45.0%,44.4%,,35.1%,70.1%,49.8%,16.6%,16.6%,27.9%,,6.0%,27.9%
64,2013,Villanova,47.3%,26.802,31.7%,73.0%,0.566,0.914,,0.576,0.375,,,+2.2,0.964,,0.932,,,,67.5,65.3,,105.7%,102.4%,,41.4%,40.6%,,33.2%,72.1%,52.1%,10.8%,22.3%,21.4%,,6.4%,27.2%
